row_abs,keywords_llm,raw_response
1653,"[""knowledge management"", ""interdisciplinary"", ""knowledge creation"", ""strategies"", ""identification""]","{""keywords"": [""knowledge management"", ""interdisciplinary"", ""knowledge creation"", ""strategies"", ""identification""]}"
1654,"[""decision making"", ""fuzzy set theory"", ""individual decision"", ""rational model"", ""null""]","{""keywords"": [""decision making"", ""fuzzy set theory"", ""individual decision"", ""rational model"", ""null""]}"
1655,"[""heart failure"", ""biventricular pacing"", ""implantable cardioverter"", ""davinci system"", ""left ventricle""]","{""keywords"": [""heart failure"", ""biventricular pacing"", ""implantable cardioverter"", ""daVinci system"", ""left ventricle""]}"
1656,"[""silicon germanium"", ""field effect transistors"", ""virtual wafer fabrication"", ""transconductance improvement"", ""germanium channel""]","{""keywords"": [""silicon germanium"", ""field effect transistors"", ""virtual wafer fabrication"", ""transconductance improvement"", ""germanium channel""]}"
1657,"[""composite structures"", ""image reconstruction"", ""convolution back projection"", ""attenuation field"", ""engineering applications""]","{""keywords"": [""composite structures"", ""image reconstruction"", ""convolution back projection"", ""attenuation field"", ""engineering applications""]}"
1658,"[""piezoelectric"", ""vibration control"", ""finite element"", ""active control"", ""optimal control""]","{""keywords"": [""piezoelectric"", ""vibration control"", ""finite element"", ""active control"", ""optimal control""]}"
1659,"[""linear systems"", ""time-invariant systems"", ""impulse response"", ""frequency domain"", ""nonzero outputs""]","{""keywords"": [""linear systems"", ""time-invariant systems"", ""impulse response"", ""frequency domain"", ""nonzero outputs""]}"
1660,"[""ultrasonic detectors"", ""sensitivity calibration"", ""add diagrams"", ""transducers"", ""calibration signals""]","{""keywords"": [""ultrasonic detectors"", ""sensitivity calibration"", ""add diagrams"", ""transducers"", ""calibration signals""]}"
1661,"[""kalman filter"", ""discrete time-delay systems"", ""uncertainty"", ""riccati equations"", ""robustness""]","{""keywords"": [""kalman filter"", ""discrete time-delay systems"", ""uncertainty"", ""riccati equations"", ""robustness""]}"
1662,"[""linear systems"", ""uncertain systems"", ""state delay"", ""robust control"", ""sequential programming""]","{""keywords"": [""linear systems"", ""uncertain systems"", ""state delay"", ""robust control"", ""sequential programming""]}"
1663,"[""banach space"", ""homeomorphism"", ""hadamard theorem"", ""nonlinear system"", ""lipschitz continuous""]","{""keywords"": [""banach space"", ""homeomorphism"", ""hadamard theorem"", ""nonlinear system"", ""lipschitz continuous""]}"
1664,"[""discrete w transform"", ""lifting steps"", ""integer dwt"", ""fast algorithms"", ""computational complexity""]","{""keywords"": [""discrete w transform"", ""lifting steps"", ""integer dwt"", ""fast algorithms"", ""computational complexity""]}"
1665,"[""genetic algorithm"", ""power-of-two coefficient"", ""quadrature mirror filter"", ""natural selection"", ""canonical representation""]","{""keywords"": [""genetic algorithm"", ""power-of-two coefficient"", ""quadrature mirror filter"", ""natural selection"", ""canonical representation""]}"
1666,"[""image compression"", ""wavelet design"", ""perceptual quality"", ""image coding"", ""filter optimization""]","{""keywords"": [""image compression"", ""wavelet design"", ""perceptual quality"", ""image coding"", ""filter optimization""]}"
1667,"[""induction machine"", ""sliding-mode control"", ""speed estimation"", ""flux estimation"", ""parameter uncertainties""]","{""keywords"": [""induction machine"", ""sliding-mode control"", ""speed estimation"", ""flux estimation"", ""parameter uncertainties""]}"
1668,"[""real-time traffic"", ""schedulability analysis"", ""worldfip networks"", ""distributed systems"", ""priority scheduling""]","{""keywords"": [""real-time traffic"", ""schedulability analysis"", ""worldfip networks"", ""distributed systems"", ""priority scheduling""]}"
1669,"[""switch-mode converters"", ""robust stability analysis"", ""uncertainty models"", ""linear fractional transformations"", ""mu-tools""]","{""keywords"": [""switch-mode converters"", ""robust stability analysis"", ""uncertainty models"", ""linear fractional transformations"", ""mu-tools""]}"
1670,"[""line conditioner"", ""pulsewidth modulation"", ""voltage control"", ""ac chopper"", ""regenerative snubber""]","{""keywords"": [""line conditioner"", ""pulsewidth modulation"", ""voltage control"", ""ac chopper"", ""regenerative snubber""]}"
1671,"[""anti-spam"", ""telecom"", ""regulations"", ""service providers"", ""lawsuit""]","{""keywords"": [""anti-spam"", ""telecom"", ""regulations"", ""service providers"", ""lawsuit""]}"
1672,"[""it security"", ""end user"", ""e commerce"", ""hacker attacks"", ""corporate attention""]","{""keywords"": [""it security"", ""end user"", ""e commerce"", ""hacker attacks"", ""corporate attention""]}"
1673,"[""digital stochastic realization"", ""complex analog controllers"", ""stochastic logic"", ""random pulse stream"", ""programmable devices""]","{""keywords"": [""digital stochastic realization"", ""complex analog controllers"", ""stochastic logic"", ""random pulse stream"", ""programmable devices""]}"
1674,"[""voltage-source-converter"", ""high-dynamic-control"", ""synchronous-motor"", ""torque-response"", ""dc-link-voltage""]","{""keywords"": [""voltage-source-converter"", ""high-dynamic-control"", ""synchronous-motor"", ""torque-response"", ""dc-link-voltage""]}"
1675,"[""power converter"", ""facts controllers"", ""ac transmission"", ""dc capacitor"", ""voltage control""]","{""keywords"": [""power converter"", ""facts controllers"", ""ac transmission"", ""dc capacitor"", ""voltage control""]}"
1676,"[""induction motor"", ""torque ripple"", ""inverter drive"", ""direct self control"", ""medium voltage""]","{""keywords"": [""induction motor"", ""torque ripple"", ""inverter drive"", ""direct self control"", ""medium voltage""]}"
1677,"[""multicell converters"", ""flying-capacitor voltages"", ""active control"", ""output waveforms"", ""voltage constraints""]","{""keywords"": [""multicell converters"", ""flying-capacitor voltages"", ""active control"", ""output waveforms"", ""voltage constraints""]}"
1678,"[""multilevel converters"", ""power electronics"", ""variable-speed drives"", ""direct torque control"", ""semiconductors""]","{""keywords"": [""multilevel converters"", ""power electronics"", ""variable-speed drives"", ""direct torque control"", ""semiconductors""]}"
1679,"[""reliability"", ""modular drives"", ""induction motor"", ""medium voltage"", ""bypass method""]","{""keywords"": [""reliability"", ""modular drives"", ""induction motor"", ""medium voltage"", ""bypass method""]}"
1680,"[""vector algebra"", ""geometry theorems"", ""plane geometry"", ""vector proofs"", ""mathematical facts""]","{""keywords"": [""vector algebra"", ""geometry theorems"", ""plane geometry"", ""vector proofs"", ""mathematical facts""]}"
1681,"[""nonlinear complementarity"", ""sufficient condition"", ""solution set"", ""boundedness"", ""nonemptiness""]","{""keywords"": [""nonlinear complementarity"", ""sufficient condition"", ""solution set"", ""boundedness"", ""nonemptiness""]}"
1682,"[""evolutionary programming"", ""mutation operator"", ""convergence speed"", ""local minima"", ""optimization""]","{""keywords"": [""evolutionary programming"", ""mutation operator"", ""convergence speed"", ""local minima"", ""optimization""]}"
1683,"[""computer attitudes"", ""non-computing students"", ""technical colleges"", ""computer experience"", ""educational qualification""]","{""keywords"": [""computer attitudes"", ""non-computing students"", ""technical colleges"", ""computer experience"", ""educational qualification""]}"
1684,"[""simulation metamodel"", ""optimal allocation"", ""queuing system"", ""regression function"", ""independent variable""]","{""keywords"": [""simulation metamodel"", ""optimal allocation"", ""queuing system"", ""regression function"", ""independent variable""]}"
1685,"[""bivariate dependence"", ""convex order"", ""discrete uniform distributions"", ""probability measures"", ""mean life""]","{""keywords"": [""bivariate dependence"", ""convex order"", ""discrete uniform distributions"", ""probability measures"", ""mean life""]}"
1686,"[""queue"", ""waiting-time"", ""multiserver"", ""deterministic"", ""computational results""]","{""keywords"": [""queue"", ""waiting-time"", ""multiserver"", ""deterministic"", ""computational results""]}"
1687,"[""dial-a-ride"", ""feasibility testing"", ""routing problems"", ""scheduling constraints"", ""linear time""]","{""keywords"": [""dial-a-ride"", ""feasibility testing"", ""routing problems"", ""scheduling constraints"", ""linear time""]}"
1688,"[""planar graphs"", ""long-face cycles"", ""embeddings"", ""np-complete"", ""graph theory""]","{""keywords"": [""planar graphs"", ""long-face cycles"", ""embeddings"", ""np-complete"", ""graph theory""]}"
1689,"[""quadratic 0-1 knapsack problem"", ""series-parallel graphs"", ""dynamic programming"", ""polynomial time complexity"", ""np completeness""]","{""keywords"": [""quadratic 0-1 knapsack problem"", ""series-parallel graphs"", ""dynamic programming"", ""polynomial time complexity"", ""np completeness""]}"
1690,"[""location theory"", ""ordered median"", ""finite dominating sets"", ""polynomial time algorithms"", ""complexity analysis""]","{""keywords"": [""location theory"", ""ordered median"", ""finite dominating sets"", ""polynomial time algorithms"", ""complexity analysis""]}"
1691,"[""network simplex algorithm"", ""minimum cost flow problem"", ""degenerate pivots"", ""stalling"", ""negative cost augmenting cycle""]","{""keywords"": [""network simplex algorithm"", ""minimum cost flow problem"", ""degenerate pivots"", ""stalling"", ""negative cost augmenting cycle""]}"
1692,"[""water management"", ""decision support"", ""data analysis"", ""automated system"", ""water control""]","{""keywords"": [""water management"", ""decision support"", ""data analysis"", ""automated system"", ""water control""]}"
1693,"[""network security"", ""terrorism"", ""war games"", ""cyber threats"", ""null""]","{""keywords"": [""network security"", ""terrorism"", ""war games"", ""cyber threats"", ""null""]}"
1694,"[""technology training"", ""business environment"", ""end users"", ""training strategy"", ""technology intensive""]","{""keywords"": [""technology training"", ""business environment"", ""end users"", ""training strategy"", ""technology intensive""]}"
1695,"[""monitor"", ""quality"", ""display"", ""upgrade"", ""electronics""]","{""keywords"": [""monitor"", ""quality"", ""display"", ""upgrade"", ""electronics""]}"
1696,"[""fuel-rod assemblies"", ""reflooding"", ""countercurrent flow"", ""loss-of-coolant accident"", ""computer codes""]","{""keywords"": [""fuel-rod assemblies"", ""reflooding"", ""countercurrent flow"", ""loss-of-coolant accident"", ""computer codes""]}"
1697,"[""power equipment"", ""firmware system"", ""monitoring control"", ""equipment updating"", ""technological processes""]","{""keywords"": [""power equipment"", ""firmware system"", ""monitoring control"", ""equipment updating"", ""technological processes""]}"
